date,district,service_type,day_of_week,is_weekend,month,quarter,festival_period,available_workers,demand,lag_1d_demand,lag_7d_demand,lag_14d_demand,rolling_7d_demand,rolling_30d_demand,service_demand_index
2025-03-17,Tiruchirappalli,Masonry,0,0,3,1,0,20,2,5,3,11,4.14,5.73,0.751
2025-03-18,Tiruchirappalli,Masonry,1,0,3,1,0,20,8,2,1,5,4.0,5.5,0.751
2025-03-19,Tiruchirappalli,Masonry,2,0,3,1,0,26,6,8,3,9,5.0,5.63,0.751
2025-03-20,Tiruchirappalli,Masonry,3,0,3,1,0,22,8,6,7,3,5.43,5.73,0.751
2025-03-21,Tiruchirappalli,Masonry,4,0,3,1,0,21,9,8,7,7,5.57,5.87,0.751
2025-03-22,Tiruchirappalli,Masonry,5,1,3,1,0,18,6,9,3,9,5.86,6.1,0.751
2025-03-23,Tiruchirappalli,Masonry,6,1,3,1,0,16,9,6,5,6,6.29,6.1,0.751
2025-03-24,Tiruchirappalli,Masonry,0,0,3,1,0,21,6,9,2,3,6.86,6.17,0.751
2025-03-25,Tiruchirappalli,Masonry,1,0,3,1,0,17,10,6,8,1,7.43,6.03,0.751
2025-03-26,Tiruchirappalli,Masonry,2,0,3,1,0,24,7,10,6,3,7.71,6.17,0.751
2025-03-27,Tiruchirappalli,Masonry,3,0,3,1,0,23,9,7,8,7,7.86,6.13,0.751
2025-03-28,Tiruchirappalli,Masonry,4,0,3,1,0,24,2,9,9,7,8.0,6.37,0.751
2025-03-29,Tiruchirappalli,Masonry,5,1,3,1,0,16,5,2,6,3,7.0,6.37,0.751
2025-03-30,Tiruchirappalli,Masonry,6,1,3,1,0,20,11,5,9,5,6.86,6.23,0.751
2025-03-31,Tiruchirappalli,Masonry,0,0,3,1,0,19,6,11,6,2,7.14,6.33,0.751
2025-04-01,Tiruchirappalli,Masonry,1,0,4,2,0,21,7,6,10,8,7.14,6.3,0.677
2025-04-02,Tiruchirappalli,Masonry,2,0,4,2,0,24,4,7,7,6,6.71,6.33,0.677
2025-04-03,Tiruchirappalli,Masonry,3,0,4,2,0,24,5,4,9,8,6.29,6.1,0.677
2025-04-04,Tiruchirappalli,Masonry,4,0,4,2,0,20,6,5,2,9,5.71,6.1,0.677
2025-04-05,Tiruchirappalli,Masonry,5,1,4,2,0,18,4,6,5,6,6.29,6.0,0.677
2025-04-06,Tiruchirappalli,Masonry,6,1,4,2,0,16,6,4,11,9,6.14,6.03,0.677
2025-04-07,Tiruchirappalli,Masonry,0,0,4,2,0,24,5,6,6,6,5.43,6.0,0.677
2025-04-08,Tiruchirappalli,Masonry,1,0,4,2,0,22,2,5,7,10,5.29,5.87,0.677
2025-04-09,Tiruchirappalli,Masonry,2,0,4,2,0,19,6,2,4,7,4.57,5.73,0.677
2025-04-10,Tiruchirappalli,Masonry,3,0,4,2,0,22,5,6,5,9,4.86,5.83,0.677
2025-04-11,Tiruchirappalli,Masonry,4,0,4,2,0,22,5,5,6,2,4.86,5.97,0.677
2025-04-12,Tiruchirappalli,Masonry,5,1,4,2,0,21,8,5,4,5,4.71,6.03,0.677
2025-04-13,Tiruchirappalli,Masonry,6,1,4,2,1,22,10,8,6,11,5.29,6.07,0.677
2025-04-14,Tiruchirappalli,Masonry,0,0,4,2,1,21,4,10,5,6,5.86,6.17,0.677
2025-04-15,Tiruchirappalli,Masonry,1,0,4,2,1,22,5,4,2,7,5.71,6.2,0.677
2025-04-16,Tiruchirappalli,Masonry,2,0,4,2,0,20,6,5,6,4,6.14,6.2,0.677
2025-04-17,Tiruchirappalli,Masonry,3,0,4,2,0,21,4,6,5,5,6.14,6.33,0.677
2025-04-18,Tiruchirappalli,Masonry,4,0,4,2,0,19,8,4,5,6,6.0,6.2,0.677
2025-04-19,Tiruchirappalli,Masonry,5,1,4,2,0,26,12,8,8,4,6.43,6.27,0.677
2025-04-20,Tiruchirappalli,Masonry,6,1,4,2,0,20,8,12,10,6,7.0,6.4,0.677
2025-04-21,Tiruchirappalli,Masonry,0,0,4,2,0,19,7,8,4,5,6.71,6.37,0.677
2025-04-22,Tiruchirappalli,Masonry,1,0,4,2,0,22,0,7,5,2,7.14,6.4,0.677
2025-04-23,Tiruchirappalli,Masonry,2,0,4,2,0,23,5,0,6,6,6.43,6.1,0.677
2025-04-24,Tiruchirappalli,Masonry,3,0,4,2,0,22,5,5,4,5,6.29,6.07,0.677
2025-04-25,Tiruchirappalli,Masonry,4,0,4,2,0,23,6,5,8,5,6.43,5.9,0.677
2025-04-26,Tiruchirappalli,Masonry,5,1,4,2,0,17,10,6,12,8,6.14,5.87,0.677
2025-04-27,Tiruchirappalli,Masonry,6,1,4,2,0,19,5,10,8,10,5.86,5.9,0.677
2025-04-28,Tiruchirappalli,Masonry,0,0,4,2,0,22,7,5,7,4,5.43,6.0,0.677
2025-04-29,Tiruchirappalli,Masonry,1,0,4,2,0,20,6,7,0,5,5.43,6.07,0.677
2025-04-30,Tiruchirappalli,Masonry,2,0,4,2,0,20,8,6,5,6,6.29,5.9,0.677
2025-05-01,Tiruchirappalli,Masonry,3,0,5,2,0,19,6,8,5,4,6.71,5.97,0.685
2025-05-02,Tiruchirappalli,Masonry,4,0,5,2,0,21,6,6,6,8,6.86,5.93,0.685
2025-05-03,Tiruchirappalli,Masonry,5,1,5,2,0,26,10,6,10,12,6.86,6.0,0.685
2025-05-04,Tiruchirappalli,Masonry,6,1,5,2,0,17,9,10,5,8,6.86,6.17,0.685
2025-05-05,Tiruchirappalli,Masonry,0,0,5,2,0,23,5,9,7,7,7.43,6.27,0.685
2025-05-06,Tiruchirappalli,Masonry,1,0,5,2,0,24,11,5,6,0,7.14,6.3,0.685
2025-05-07,Tiruchirappalli,Masonry,2,0,5,2,0,18,7,11,8,5,7.86,6.47,0.685
2025-05-08,Tiruchirappalli,Masonry,3,0,5,2,0,22,5,7,6,5,7.71,6.53,0.685
2025-05-09,Tiruchirappalli,Masonry,4,0,5,2,0,22,4,5,6,6,7.57,6.63,0.685
2025-05-10,Tiruchirappalli,Masonry,5,1,5,2,0,18,3,4,10,10,7.29,6.57,0.685
2025-05-11,Tiruchirappalli,Masonry,6,1,5,2,0,19,11,3,9,5,6.29,6.5,0.685
2025-05-12,Tiruchirappalli,Masonry,0,0,5,2,0,22,9,11,5,7,6.57,6.7,0.685
2025-05-13,Tiruchirappalli,Masonry,1,0,5,2,0,20,3,9,11,6,7.14,6.73,0.685
2025-05-14,Tiruchirappalli,Masonry,2,0,5,2,0,20,4,3,7,8,6.0,6.5,0.685
2025-05-15,Tiruchirappalli,Masonry,3,0,5,2,0,18,10,4,5,6,5.57,6.5,0.685
2025-05-16,Tiruchirappalli,Masonry,4,0,5,2,0,20,7,10,4,6,6.29,6.67,0.685
2025-05-17,Tiruchirappalli,Masonry,5,1,5,2,0,21,6,7,3,10,6.71,6.7,0.685
2025-05-18,Tiruchirappalli,Masonry,6,1,5,2,0,19,3,6,11,9,7.14,6.77,0.685
2025-05-19,Tiruchirappalli,Masonry,0,0,5,2,0,22,1,3,9,5,6.0,6.6,0.685
2025-05-20,Tiruchirappalli,Masonry,1,0,5,2,0,20,2,1,3,11,4.86,6.23,0.685
2025-05-21,Tiruchirappalli,Masonry,2,0,5,2,0,23,3,2,4,7,4.71,6.03,0.685
2025-05-22,Tiruchirappalli,Masonry,3,0,5,2,0,21,5,3,10,5,4.57,5.9,0.685
2025-05-23,Tiruchirappalli,Masonry,4,0,5,2,0,22,8,5,7,4,3.86,6.07,0.685
2025-05-24,Tiruchirappalli,Masonry,5,1,5,2,0,23,7,8,6,3,4.0,6.17,0.685
2025-05-25,Tiruchirappalli,Masonry,6,1,5,2,0,16,9,7,3,11,4.14,6.23,0.685
2025-05-26,Tiruchirappalli,Masonry,0,0,5,2,0,18,6,9,1,9,5.0,6.33,0.685
2025-05-27,Tiruchirappalli,Masonry,1,0,5,2,0,18,7,6,2,3,5.71,6.2,0.685
2025-05-28,Tiruchirappalli,Masonry,2,0,5,2,0,18,6,7,3,4,6.43,6.27,0.685
2025-05-29,Tiruchirappalli,Masonry,3,0,5,2,0,22,6,6,5,10,6.86,6.23,0.685
2025-05-30,Tiruchirappalli,Masonry,4,0,5,2,0,19,5,6,8,7,7.0,6.23,0.685
2025-05-31,Tiruchirappalli,Masonry,5,1,5,2,0,22,9,5,7,6,6.57,6.13,0.685
2025-06-01,Tiruchirappalli,Masonry,6,1,6,2,0,19,4,9,9,3,6.86,6.23,0.747
2025-06-02,Tiruchirappalli,Masonry,0,0,6,2,0,16,6,4,6,1,6.14,6.17,0.747
2025-06-03,Tiruchirappalli,Masonry,1,0,6,2,0,20,5,6,7,2,6.14,6.03,0.747
2025-06-04,Tiruchirappalli,Masonry,2,0,6,2,0,25,7,5,6,3,5.86,5.9,0.747
2025-06-05,Tiruchirappalli,Masonry,3,0,6,2,0,21,9,7,6,5,6.0,5.97,0.747
2025-06-06,Tiruchirappalli,Masonry,4,0,6,2,0,22,12,9,5,8,6.43,5.9,0.747
2025-06-07,Tiruchirappalli,Masonry,5,1,6,2,0,17,5,12,9,7,7.43,6.07,0.747
2025-06-08,Tiruchirappalli,Masonry,6,1,6,2,0,20,7,5,4,9,6.86,6.07,0.747
2025-06-09,Tiruchirappalli,Masonry,0,0,6,2,0,21,7,7,6,6,7.29,6.17,0.747
2025-06-10,Tiruchirappalli,Masonry,1,0,6,2,0,22,7,7,5,7,7.43,6.3,0.747
2025-06-11,Tiruchirappalli,Masonry,2,0,6,2,0,22,0,7,7,6,7.71,6.17,0.747
2025-06-12,Tiruchirappalli,Masonry,3,0,6,2,0,20,3,0,9,6,6.71,5.87,0.747
2025-06-13,Tiruchirappalli,Masonry,4,0,6,2,0,16,4,3,12,5,5.86,5.87,0.747
2025-06-14,Tiruchirappalli,Masonry,5,1,6,2,0,20,7,4,5,9,4.71,5.87,0.747
2025-06-15,Tiruchirappalli,Masonry,6,1,6,2,0,21,10,7,7,4,5.0,5.77,0.747
2025-06-16,Tiruchirappalli,Masonry,0,0,6,2,0,22,7,10,7,6,5.43,5.87,0.747
2025-06-17,Tiruchirappalli,Masonry,1,0,6,2,0,22,1,7,7,5,5.43,5.9,0.747
2025-06-18,Tiruchirappalli,Masonry,2,0,6,2,0,17,8,1,0,7,4.57,5.83,0.747
2025-06-19,Tiruchirappalli,Masonry,3,0,6,2,0,22,11,8,3,9,5.71,6.07,0.747
2025-06-20,Tiruchirappalli,Masonry,4,0,6,2,0,19,7,11,4,12,6.86,6.37,0.747
2025-06-21,Tiruchirappalli,Masonry,5,1,6,2,0,24,3,7,7,5,7.29,6.5,0.747
2025-06-22,Tiruchirappalli,Masonry,6,1,6,2,0,23,6,3,10,7,6.71,6.43,0.747
2025-06-23,Tiruchirappalli,Masonry,0,0,6,2,0,20,5,6,7,7,6.14,6.37,0.747
2025-06-24,Tiruchirappalli,Masonry,1,0,6,2,0,21,5,5,1,7,5.86,6.3,0.747
2025-06-25,Tiruchirappalli,Masonry,2,0,6,2,0,23,4,5,8,0,6.43,6.17,0.747
2025-06-26,Tiruchirappalli,Masonry,3,0,6,2,0,25,5,4,11,3,5.86,6.1,0.747
2025-06-27,Tiruchirappalli,Masonry,4,0,6,2,0,19,9,5,7,4,5.0,6.03,0.747
2025-06-28,Tiruchirappalli,Masonry,5,1,6,2,0,23,7,9,3,7,5.29,6.13,0.747
2025-06-29,Tiruchirappalli,Masonry,6,1,6,2,0,20,7,7,6,10,5.86,6.17,0.747
2025-06-30,Tiruchirappalli,Masonry,0,0,6,2,0,24,5,7,5,7,6.0,6.23,0.747
2025-07-01,Tiruchirappalli,Masonry,1,0,7,3,0,22,10,5,5,1,6.0,6.1,0.757
2025-07-02,Tiruchirappalli,Masonry,2,0,7,3,0,19,5,10,4,8,6.71,6.3,0.757
2025-07-03,Tiruchirappalli,Masonry,3,0,7,3,0,22,5,5,5,11,6.86,6.27,0.757
2025-07-04,Tiruchirappalli,Masonry,4,0,7,3,0,19,5,5,9,7,6.86,6.27,0.757
2025-07-05,Tiruchirappalli,Masonry,5,1,7,3,0,20,10,5,7,3,6.29,6.2,0.757
2025-07-06,Tiruchirappalli,Masonry,6,1,7,3,0,21,7,10,7,6,6.71,6.23,0.757
2025-07-07,Tiruchirappalli,Masonry,0,0,7,3,0,23,8,7,5,5,6.71,6.07,0.757
2025-07-08,Tiruchirappalli,Masonry,1,0,7,3,0,16,7,8,10,5,7.14,6.17,0.757
2025-07-09,Tiruchirappalli,Masonry,2,0,7,3,0,20,4,7,5,4,6.71,6.17,0.757
2025-07-10,Tiruchirappalli,Masonry,3,0,7,3,0,21,9,4,5,5,6.57,6.07,0.757
2025-07-11,Tiruchirappalli,Masonry,4,0,7,3,0,20,3,9,5,9,7.14,6.13,0.757
2025-07-12,Tiruchirappalli,Masonry,5,1,7,3,0,19,6,3,10,7,6.86,6.23,0.757
2025-07-13,Tiruchirappalli,Masonry,6,1,7,3,0,17,3,6,7,7,6.29,6.33,0.757
2025-07-14,Tiruchirappalli,Masonry,0,0,7,3,0,23,5,3,8,5,5.71,6.3,0.757
2025-07-15,Tiruchirappalli,Masonry,1,0,7,3,0,22,5,5,7,10,5.29,6.23,0.757
2025-07-16,Tiruchirappalli,Masonry,2,0,7,3,0,23,3,5,4,5,5.0,6.07,0.757
2025-07-17,Tiruchirappalli,Masonry,3,0,7,3,0,21,8,3,9,5,4.86,5.93,0.757
2025-07-18,Tiruchirappalli,Masonry,4,0,7,3,0,22,6,8,3,5,4.71,6.17,0.757
2025-07-19,Tiruchirappalli,Masonry,5,1,7,3,0,21,4,6,6,10,5.14,6.1,0.757
2025-07-20,Tiruchirappalli,Masonry,6,1,7,3,0,16,9,4,3,7,4.86,5.87,0.757
2025-07-21,Tiruchirappalli,Masonry,0,0,7,3,0,20,10,9,5,8,5.71,5.93,0.757
2025-07-22,Tiruchirappalli,Masonry,1,0,7,3,0,19,12,10,5,7,6.43,6.17,0.757
2025-07-23,Tiruchirappalli,Masonry,2,0,7,3,0,20,3,12,3,4,7.43,6.37,0.757
2025-07-24,Tiruchirappalli,Masonry,3,0,7,3,0,16,5,3,8,9,7.43,6.3,0.757
2025-07-25,Tiruchirappalli,Masonry,4,0,7,3,0,22,11,5,6,3,7.0,6.3,0.757
2025-07-26,Tiruchirappalli,Masonry,5,1,7,3,0,19,10,11,4,6,7.71,6.53,0.757
2025-07-27,Tiruchirappalli,Masonry,6,1,7,3,0,19,3,10,9,3,8.57,6.7,0.757
2025-07-28,Tiruchirappalli,Masonry,0,0,7,3,0,15,5,3,10,5,7.71,6.5,0.757
2025-07-29,Tiruchirappalli,Masonry,1,0,7,3,0,21,4,5,12,5,7.0,6.43,0.757
2025-07-30,Tiruchirappalli,Masonry,2,0,7,3,0,16,10,4,3,3,5.86,6.33,0.757
2025-07-31,Tiruchirappalli,Masonry,3,0,7,3,0,18,7,10,5,8,6.86,6.5,0.757
2025-08-01,Tiruchirappalli,Masonry,4,0,8,3,0,25,5,7,11,6,7.14,6.4,0.765
2025-08-02,Tiruchirappalli,Masonry,5,1,8,3,0,21,7,5,10,4,6.29,6.4,0.765
2025-08-03,Tiruchirappalli,Masonry,6,1,8,3,0,16,6,7,3,9,5.86,6.47,0.765
2025-08-04,Tiruchirappalli,Masonry,0,0,8,3,0,18,6,6,5,10,6.29,6.5,0.765
2025-08-05,Tiruchirappalli,Masonry,1,0,8,3,0,18,13,6,4,12,6.43,6.37,0.765
2025-08-06,Tiruchirappalli,Masonry,2,0,8,3,0,22,11,13,10,3,7.71,6.57,0.765
2025-08-07,Tiruchirappalli,Masonry,3,0,8,3,0,23,3,11,7,5,7.86,6.67,0.765
2025-08-08,Tiruchirappalli,Masonry,4,0,8,3,0,18,5,3,5,11,7.29,6.53,0.765
2025-08-09,Tiruchirappalli,Masonry,5,1,8,3,0,19,7,5,7,10,7.29,6.57,0.765
2025-08-10,Tiruchirappalli,Masonry,6,1,8,3,0,19,10,7,6,3,7.29,6.5,0.765
2025-08-11,Tiruchirappalli,Masonry,0,0,8,3,0,18,9,10,6,5,7.86,6.73,0.765
2025-08-12,Tiruchirappalli,Masonry,1,0,8,3,0,16,11,9,13,4,8.29,6.83,0.765
2025-08-13,Tiruchirappalli,Masonry,2,0,8,3,0,23,8,11,11,10,8.0,7.1,0.765
2025-08-14,Tiruchirappalli,Masonry,3,0,8,3,0,22,9,8,3,7,7.57,7.2,0.765
2025-08-15,Tiruchirappalli,Masonry,4,0,8,3,0,23,3,9,5,5,8.43,7.33,0.765
2025-08-16,Tiruchirappalli,Masonry,5,1,8,3,0,22,7,3,7,7,8.14,7.33,0.765
2025-08-17,Tiruchirappalli,Masonry,6,1,8,3,0,16,9,7,10,6,8.14,7.3,0.765
2025-08-18,Tiruchirappalli,Masonry,0,0,8,3,0,21,5,9,9,6,8.0,7.4,0.765
2025-08-19,Tiruchirappalli,Masonry,1,0,8,3,0,21,4,5,11,13,7.43,7.43,0.765
2025-08-20,Tiruchirappalli,Masonry,2,0,8,3,0,18,9,4,8,11,6.43,7.27,0.765
2025-08-21,Tiruchirappalli,Masonry,3,0,8,3,0,18,5,9,9,3,6.57,7.23,0.765
2025-08-22,Tiruchirappalli,Masonry,4,0,8,3,0,16,5,5,3,5,6.0,7.0,0.765
2025-08-23,Tiruchirappalli,Masonry,5,1,8,3,0,20,10,5,7,7,6.29,7.07,0.765
2025-08-24,Tiruchirappalli,Masonry,6,1,8,3,0,21,5,10,9,10,6.71,7.23,0.765
2025-08-25,Tiruchirappalli,Masonry,0,0,8,3,0,19,6,5,5,9,6.14,7.03,0.765
2025-08-26,Tiruchirappalli,Masonry,1,0,8,3,0,21,8,6,4,11,6.29,6.9,0.765
2025-08-27,Tiruchirappalli,Masonry,2,0,8,3,0,18,4,8,9,8,6.86,7.07,0.765
2025-08-28,Tiruchirappalli,Masonry,3,0,8,3,0,22,6,4,5,9,6.14,7.03,0.765
2025-08-29,Tiruchirappalli,Masonry,4,0,8,3,0,17,6,6,5,3,6.29,7.1,0.765
2025-08-30,Tiruchirappalli,Masonry,5,1,8,3,0,18,7,6,10,7,6.43,6.97,0.765
2025-08-31,Tiruchirappalli,Masonry,6,1,8,3,0,18,7,7,5,9,6.0,6.97,0.765
2025-09-01,Tiruchirappalli,Masonry,0,0,9,3,0,22,2,7,6,5,6.29,7.03,0.76
2025-09-02,Tiruchirappalli,Masonry,1,0,9,3,0,25,5,2,8,4,5.71,6.87,0.76
2025-09-03,Tiruchirappalli,Masonry,2,0,9,3,0,23,7,5,4,9,5.29,6.83,0.76
2025-09-04,Tiruchirappalli,Masonry,3,0,9,3,0,19,3,7,6,5,5.71,6.87,0.76
2025-09-05,Tiruchirappalli,Masonry,4,0,9,3,0,18,5,3,6,5,5.29,6.53,0.76
2025-09-06,Tiruchirappalli,Masonry,5,1,9,3,0,20,7,5,7,10,5.14,6.33,0.76
2025-09-07,Tiruchirappalli,Masonry,6,1,9,3,0,25,3,7,7,5,5.14,6.47,0.76
2025-09-08,Tiruchirappalli,Masonry,0,0,9,3,0,21,7,3,2,6,4.57,6.4,0.76
2025-09-09,Tiruchirappalli,Masonry,1,0,9,3,0,24,5,7,5,8,5.29,6.4,0.76
2025-09-10,Tiruchirappalli,Masonry,2,0,9,3,0,22,4,5,7,4,5.29,6.23,0.76
2025-09-11,Tiruchirappalli,Masonry,3,0,9,3,0,16,2,4,3,6,4.86,6.07,0.76
2025-09-12,Tiruchirappalli,Masonry,4,0,9,3,0,23,4,2,5,6,4.71,5.77,0.76
2025-09-13,Tiruchirappalli,Masonry,5,1,9,3,0,26,9,4,7,7,4.57,5.63,0.76
2025-09-14,Tiruchirappalli,Masonry,6,1,9,3,0,20,7,9,3,7,4.86,5.63,0.76
2025-09-15,Tiruchirappalli,Masonry,0,0,9,3,0,19,3,7,7,2,5.43,5.77,0.76
2025-09-16,Tiruchirappalli,Masonry,1,0,9,3,0,22,6,3,5,5,4.86,5.63,0.76
2025-09-17,Tiruchirappalli,Masonry,2,0,9,3,0,20,7,6,4,7,5.0,5.53,0.76
2025-09-18,Tiruchirappalli,Masonry,3,0,9,3,0,23,7,7,2,3,5.43,5.6,0.76
2025-09-19,Tiruchirappalli,Masonry,4,0,9,3,0,22,8,7,4,5,6.14,5.7,0.76
2025-09-20,Tiruchirappalli,Masonry,5,1,9,3,0,17,10,8,9,7,6.71,5.67,0.76
2025-09-21,Tiruchirappalli,Masonry,6,1,9,3,0,17,13,10,7,3,6.86,5.83,0.76
2025-09-22,Tiruchirappalli,Masonry,0,0,9,3,0,18,4,13,3,7,7.71,6.1,0.76
2025-09-23,Tiruchirappalli,Masonry,1,0,9,3,0,19,6,4,6,5,7.86,5.9,0.76
2025-09-24,Tiruchirappalli,Masonry,2,0,9,3,0,20,7,6,7,4,7.86,5.93,0.76
2025-09-25,Tiruchirappalli,Masonry,3,0,9,3,0,16,10,7,7,2,7.86,5.97,0.76
2025-09-26,Tiruchirappalli,Masonry,4,0,9,3,0,23,10,10,8,4,8.29,6.03,0.76
2025-09-27,Tiruchirappalli,Masonry,5,1,9,3,0,21,11,10,10,9,8.57,6.23,0.76
2025-09-28,Tiruchirappalli,Masonry,6,1,9,3,0,21,4,11,13,7,8.71,6.4,0.76
2025-09-29,Tiruchirappalli,Masonry,0,0,9,3,0,19,5,4,4,3,7.43,6.33,0.76
2025-09-30,Tiruchirappalli,Masonry,1,0,9,3,0,23,2,5,6,6,7.57,6.27,0.76
2025-10-01,Tiruchirappalli,Masonry,2,0,10,4,0,23,4,2,7,7,7.0,6.1,0.765
2025-10-02,Tiruchirappalli,Masonry,3,0,10,4,0,20,7,4,10,7,6.57,6.17,0.765
2025-10-03,Tiruchirappalli,Masonry,4,0,10,4,0,19,7,7,10,8,6.14,6.23,0.765
2025-10-04,Tiruchirappalli,Masonry,5,1,10,4,0,20,8,7,11,10,5.71,6.23,0.765
2025-10-05,Tiruchirappalli,Masonry,6,1,10,4,0,20,7,8,4,13,5.29,6.4,0.765
2025-10-06,Tiruchirappalli,Masonry,0,0,10,4,0,20,7,7,5,4,5.71,6.47,0.765
2025-10-07,Tiruchirappalli,Masonry,1,0,10,4,0,21,6,7,2,6,6.0,6.47,0.765
2025-10-08,Tiruchirappalli,Masonry,2,0,10,4,0,23,5,6,4,7,6.57,6.57,0.765
2025-10-09,Tiruchirappalli,Masonry,3,0,10,4,0,17,6,5,7,10,6.71,6.5,0.765
2025-10-10,Tiruchirappalli,Masonry,4,0,10,4,0,21,9,6,7,10,6.57,6.53,0.765
2025-10-11,Tiruchirappalli,Masonry,5,1,10,4,0,19,7,9,8,11,6.86,6.7,0.765
2025-10-12,Tiruchirappalli,Masonry,6,1,10,4,0,20,12,7,7,4,6.71,6.87,0.765
2025-10-13,Tiruchirappalli,Masonry,0,0,10,4,0,21,7,12,7,5,7.43,7.13,0.765
2025-10-14,Tiruchirappalli,Masonry,1,0,10,4,0,20,7,7,6,2,7.43,7.07,0.765
2025-10-15,Tiruchirappalli,Masonry,2,0,10,4,0,21,8,7,5,4,7.57,7.07,0.765
2025-10-16,Tiruchirappalli,Masonry,3,0,10,4,0,18,6,8,6,7,8.0,7.23,0.765
2025-10-17,Tiruchirappalli,Masonry,4,0,10,4,0,21,1,6,9,7,8.0,7.23,0.765
2025-10-18,Tiruchirappalli,Masonry,5,1,10,4,0,17,4,1,7,8,6.86,7.03,0.765
2025-10-19,Tiruchirappalli,Masonry,6,1,10,4,0,21,10,4,12,7,6.43,6.93,0.765
2025-10-20,Tiruchirappalli,Masonry,0,0,10,4,1,20,6,10,7,7,6.14,7.0,0.765
2025-10-21,Tiruchirappalli,Masonry,1,0,10,4,1,20,8,6,7,6,6.0,6.87,0.765
2025-10-22,Tiruchirappalli,Masonry,2,0,10,4,1,21,6,8,8,5,6.14,6.7,0.765
2025-10-23,Tiruchirappalli,Masonry,3,0,10,4,1,22,8,6,6,6,5.86,6.77,0.765
2025-10-24,Tiruchirappalli,Masonry,4,0,10,4,0,17,2,8,1,9,6.14,6.83,0.765
2025-10-25,Tiruchirappalli,Masonry,5,1,10,4,0,21,10,2,4,7,6.29,6.67,0.765
2025-10-26,Tiruchirappalli,Masonry,6,1,10,4,0,20,5,10,10,12,7.14,6.67,0.765
2025-10-27,Tiruchirappalli,Masonry,0,0,10,4,0,22,7,5,6,7,6.43,6.5,0.765
2025-10-28,Tiruchirappalli,Masonry,1,0,10,4,0,21,5,7,8,7,6.57,6.37,0.765
2025-10-29,Tiruchirappalli,Masonry,2,0,10,4,0,24,5,5,6,8,6.14,6.4,0.765
2025-10-30,Tiruchirappalli,Masonry,3,0,10,4,0,18,8,5,8,6,6.0,6.4,0.765
2025-10-31,Tiruchirappalli,Masonry,4,0,10,4,0,20,6,8,2,1,6.0,6.6,0.765
2025-11-01,Tiruchirappalli,Masonry,5,1,11,4,0,24,4,6,10,4,6.57,6.67,0.833
2025-11-02,Tiruchirappalli,Masonry,6,1,11,4,0,22,6,4,5,10,5.71,6.57,0.833
2025-11-03,Tiruchirappalli,Masonry,0,0,11,4,0,24,5,6,7,6,5.86,6.53,0.833
2025-11-04,Tiruchirappalli,Masonry,1,0,11,4,0,23,3,5,5,8,5.57,6.43,0.833
2025-11-05,Tiruchirappalli,Masonry,2,0,11,4,0,17,9,3,5,6,5.29,6.3,0.833
2025-11-06,Tiruchirappalli,Masonry,3,0,11,4,0,19,6,9,8,8,5.86,6.37,0.833
2025-11-07,Tiruchirappalli,Masonry,4,0,11,4,0,18,7,6,6,2,5.57,6.37,0.833
2025-11-08,Tiruchirappalli,Masonry,5,1,11,4,0,22,10,7,4,10,5.71,6.43,0.833
2025-11-09,Tiruchirappalli,Masonry,6,1,11,4,0,24,11,10,6,5,6.57,6.57,0.833
2025-11-10,Tiruchirappalli,Masonry,0,0,11,4,0,25,8,11,5,7,7.29,6.63,0.833
2025-11-11,Tiruchirappalli,Masonry,1,0,11,4,0,21,11,8,3,5,7.71,6.67,0.833
2025-11-12,Tiruchirappalli,Masonry,2,0,11,4,0,24,6,11,9,5,8.86,6.63,0.833
2025-11-13,Tiruchirappalli,Masonry,3,0,11,4,0,24,4,6,6,8,8.43,6.6,0.833
2025-11-14,Tiruchirappalli,Masonry,4,0,11,4,0,20,10,4,7,6,8.14,6.5,0.833
2025-11-15,Tiruchirappalli,Masonry,5,1,11,4,0,19,7,10,10,4,8.57,6.57,0.833
2025-11-16,Tiruchirappalli,Masonry,6,1,11,4,0,20,9,7,11,6,8.14,6.6,0.833
2025-11-17,Tiruchirappalli,Masonry,0,0,11,4,0,27,10,9,8,5,7.86,6.87,0.833
2025-11-18,Tiruchirappalli,Masonry,1,0,11,4,0,24,5,10,11,3,8.14,7.07,0.833
2025-11-19,Tiruchirappalli,Masonry,2,0,11,4,0,16,4,5,6,9,7.29,6.9,0.833
2025-11-20,Tiruchirappalli,Masonry,3,0,11,4,0,19,4,4,4,6,7.0,6.83,0.833
2025-11-21,Tiruchirappalli,Masonry,4,0,11,4,0,19,10,4,10,7,7.0,6.7,0.833
2025-11-22,Tiruchirappalli,Masonry,5,1,11,4,0,17,10,10,7,10,7.0,6.83,0.833
2025-11-23,Tiruchirappalli,Masonry,6,1,11,4,0,23,7,10,9,11,7.43,6.9,0.833
2025-11-24,Tiruchirappalli,Masonry,0,0,11,4,0,22,7,7,10,8,7.14,7.07,0.833
2025-11-25,Tiruchirappalli,Masonry,1,0,11,4,0,22,3,7,5,11,6.71,6.97,0.833
2025-11-26,Tiruchirappalli,Masonry,2,0,11,4,0,21,6,3,4,6,6.43,6.9,0.833
2025-11-27,Tiruchirappalli,Masonry,3,0,11,4,0,18,6,6,4,4,6.71,6.87,0.833
2025-11-28,Tiruchirappalli,Masonry,4,0,11,4,0,20,8,6,10,10,7.0,6.9,0.833
